BFS,9,1,357,0.3983,0
DFS,9,1,357,0.1336,0
LowestCost,9,1,357,0.136,0
BFS,9,1,270,5.7326,0
DFS,9,1,270,0.4437,0
LowestCost,9,1,270,0.2599,0
BFS,9,1,487,1.2643,0
DFS,9,1,487,0.1837,0
LowestCost,9,1,487,0.1757,0
BFS,9,1,379,0.3965,0
DFS,9,1,379,0.1617,0
LowestCost,9,1,379,0.1797,0
BFS,9,1,323,1.7895,0
DFS,9,1,323,0.4947,0
LowestCost,9,1,323,0.4552,0
BFS,9,1,234,1.2237,0
DFS,9,1,234,0.2862,0
LowestCost,9,1,234,0.2488,0
BFS,9,1,396,1.174,0
DFS,9,1,396,0.557,0
LowestCost,9,1,396,0.5824,0
BFS,9,1,268,0.656,0
DFS,9,1,268,0.3963,0
LowestCost,9,1,268,0.4145,0
BFS,9,1,395,0.2405,0
DFS,9,1,395,0.1788,0
LowestCost,9,1,395,0.1884,0
BFS,9,1,259,0.3499,0
DFS,9,1,259,0.2269,0
LowestCost,9,1,259,0.2368,0
BFS,9,1,369,0.4572,0
DFS,9,1,369,0.1845,0
LowestCost,9,1,369,0.1671,0
BFS,9,1,296,3.1892,0
DFS,9,1,296,0.1922,0
LowestCost,9,1,296,0.3707,0
BFS,9,1,337,10.0935,0
DFS,9,1,337,0.5323,0
LowestCost,9,1,337,0.5011,0
BFS,9,1,347,4.9198,0
DFS,9,1,347,0.3565,0
LowestCost,9,1,347,0.3479,0
BFS,9,1,352,1.4631,0
DFS,9,1,352,0.2204,0
LowestCost,9,1,352,0.1122,0
BFS,9,1,364,0.2391,0
DFS,9,1,364,0.1398,0
LowestCost,9,1,364,0.1471,0
BFS,9,1,371,1.1301,0
DFS,9,1,371,0.3634,0
LowestCost,9,1,371,0.484,0
BFS,9,1,502,3.4643,0
DFS,9,1,502,0.7145,0
LowestCost,9,1,502,0.7921,0
BFS,9,1,327,0.5932,0
DFS,9,1,327,0.2696,0
LowestCost,9,1,327,0.2515,0
BFS,9,1,376,4.2324,0
DFS,9,1,376,0.5168,0
LowestCost,9,1,376,0.6564,0
BFS,10,1,342,0.5826,0
