N,Instance,Cost,BFS_Time(ms),DFS_Time(ms),LowestCost_Time(ms),BFS_Mem(KB),DFS_Mem(KB),LowestCost_Mem(KB)
9,1,261,110.439,0.4384,0.1343,31280,0,0
10,1,258,1072.18,0.5803,0.1959,324072,0,0
11,1,294,12363.5,1.0613,0.3205,4084644,0,0
12,1,288,422645,0.8478,39.2846,49578704,0,8960
