N,Instance,Cost,BFS_Time(ms),DFS_Time(ms),LowestCost_Time(ms),BFS_Mem(KB),DFS_Mem(KB),LowestCost_Mem(KB)
9,1,357,113.296,0.2261,0.2467,29220,0,0
10,1,342,1109.68,1.3726,0.7266,324000,0,0
11,1,434,12032.4,1.82,2.6693,4084648,0,0
12,1,398,379236,9.2891,53.1129,49569136,0,12252
