N,Instance,Cost,BFS_Time(ms),DFS_Time(ms),LowestCost_Time(ms),BFS_Mem(KB),DFS_Mem(KB),LowestCost_Mem(KB)
11,1,344,4.6402,3.5303,3.1636,0,0,0
11,1,368,3.9307,2.7498,2.8959,0,0,0
11,1,420,5.9413,3.5114,3.6749,0,0,0
11,1,266,4.7572,4.0718,3.186,0,0,0
11,1,425,4.7826,3.0879,3.2844,0,0,0
11,1,359,4.6534,2.991,3.4599,0,0,0
11,1,287,4.914,3.234,3.0654,0,0,0
11,1,301,3.1905,3.3152,2.8079,0,0,0
11,1,371,5.8461,4.1409,3.3481,0,0,0
11,1,239,3.089,3.3774,3.2147,0,0,0
11,1,327,3.6405,3.2687,2.9884,0,0,0
11,1,323,4.6132,3.4812,3.3336,0,0,0
11,1,274,5.0207,3.0706,3.1752,0,0,0
12,1,288,22.4465,3.6064,3.7969,0,0,0
12,1,323,5.7845,4.9831,4.0034,0,0,0
12,1,281,7.2498,5.1124,3.8187,0,0,0
12,1,314,12.3897,3.4625,5.2714,0,0,0
12,1,344,17.8241,3.6758,3.1722,0,0,0
12,1,339,9.2477,4.521,3.844,0,0,0
12,1,298,16.6481,3.2008,3.0539,0,0,0
12,1,449,9.6213,3.7288,3.787,0,0,0
12,1,310,24.4002,3.9978,3.5967,0,0,0
12,1,327,6.7011,3.4705,3.5087,0,0,0
12,1,318,20.1179,3.8538,3.2043,0,0,0
12,1,275,6.1391,3.4659,3.0633,0,0,0
12,1,410,19.3624,4.1209,3.5979,0,0,0
12,1,377,14.9269,4.0182,3.6138,0,0,0
12,1,367,13.8711,4.0186,3.1921,0,0,0
12,1,395,22.5604,4.0707,3.296,0,0,0
12,1,405,14.4133,5.8669,3.5237,0,0,0
12,1,279,16.5349,3.3613,3.2588,0,0,0
12,1,373,6.2603,3.412,3.3826,0,0,0
13,1,360,110.464,4.4913,3.9414,6096,0,0
13,1,416,50.0963,4.9861,3.6414,3300,0,0
13,1,295,15.7722,4.2696,4.0133,0,0,0
13,1,290,101.64,4.7835,3.2073,6352,0,0
13,1,219,211.957,3.8443,3.1632,14404,0,0
13,1,280,22.5871,4.9444,4.0873,0,0,0
13,1,311,134.064,4.4611,3.7347,8308,0,0
13,1,270,41.5482,4.3171,4.1248,1896,0,0
13,1,452,92.417,6.1646,5.5127,5268,0,0
13,1,327,285.578,4.3535,4.0811,22272,0,0
13,1,374,69.5122,4.4842,3.7446,3848,0,0
13,1,427,231.425,4.5173,4.2417,14992,0,0
13,1,252,218.568,6.198,4.6051,13840,0,0
13,1,334,118.403,6.0392,3.6878,6796,0,0
13,1,309,152.275,6.8797,3.8597,8816,0,0
13,1,417,82.1379,4.0928,4.239,4464,0,0
13,1,322,111.242,6.7056,3.7322,7276,0,0
13,1,281,47.2882,6.0061,4.0586,2208,0,0
13,1,267,21.3124,5.3055,3.7539,0,0,0
14,1,343,2171.05,7.1716,4.9334,136000,0,0
14,1,293,1163.02,6.7043,4.5599,76444,0,0
14,1,231,348.191,6.7378,3.7118,21964,0,0
14,1,263,1113.56,5.089,3.7018,78284,0,0
14,1,327,1457.6,5.9204,4.8091,91584,0,0
15,1,470,6010.09,18.3411,20.5932,398168,60,12084
15,1,368,14884.9,10.7494,4.3796,1122920,0,0
15,1,299,36024.5,18.3626,10.3478,2940216,500,0
15,1,275,2567.96,8.4331,4.1996,164696,0,0
15,1,215,57985.7,8.7793,5.8559,4731784,0,0
