N,Instance,Cost,BFS_Time(ms),DFS_Time(ms),LowestCost_Time(ms),BFS_Mem(KB),DFS_Mem(KB),LowestCost_Mem(KB)
13,1,416,505.574,20.29,21.0036,40088,0,0
13,1,336,242.12,5.8555,5.3042,19668,0,0
13,1,450,1.9283,1.4989,1.6185,0,0,0
13,1,510,32.6754,3.4761,3.5559,0,0,0
13,1,486,421.127,15.4552,24.7371,31708,0,0
13,1,163,311.731,6.6976,4.2811,25892,0,0
13,1,396,2.5365,2.3252,2.3897,0,0,0
13,1,453,23.897,7.5693,4.8994,0,0,0
13,1,417,35.0974,13.5197,15.6522,1336,0,0
13,1,520,52.5959,5.9461,7.1345,3704,0,0
13,1,359,30.5455,5.2652,2.0776,0,0,0
13,1,299,25.4463,1.9092,0.7858,0,0,0
13,1,515,12.2999,8.9826,7.3706,0,0,0
13,1,501,9.295,2.856,1.9232,0,0,0
14,1,407,4.1799,4.1165,4.2502,0,0,0
14,1,306,5.4021,1.6425,1.098,0,0,0
14,1,522,7.7191,6.5474,6.9093,0,0,0
14,1,405,23.9392,9.4817,9.9171,0,0,0
14,1,482,305.039,23.2902,27.3753,19296,0,0
15,1,397,175.354,69.0568,68.3301,10424,872,15132
15,1,525,834.516,64.948,109.565,55248,104,36848
15,1,317,2064.34,27.3191,29.8028,140188,0,0
15,1,349,14.48,9.1554,9.1914,0,0,0
15,1,580,1715.35,219.793,465.76,109676,108,131620
