BFS,11,1,287,0.0643,0
DFS,11,1,287,0.0479,0
LowestCost,11,1,287,0.0503,0
BFS,11,1,301,1.6923,0
DFS,11,1,301,0.3443,0
LowestCost,11,1,301,0.1175,0
BFS,11,1,371,570.418,74784
DFS,11,1,371,2.4289,0
LowestCost,11,1,371,1.4411,0
BFS,11,1,239,8.1682,0
DFS,11,1,239,0.4956,0
LowestCost,11,1,239,0.1544,0
BFS,11,1,327,29.3646,0
DFS,11,1,327,0.5111,0
LowestCost,11,1,327,0.196,0
BFS,11,1,323,294.959,30324
DFS,11,1,323,1.6758,0
LowestCost,11,1,323,0.9727,0
BFS,11,1,274,115.303,11544
DFS,11,1,274,2.1138,0
LowestCost,11,1,274,0.4093,0
BFS,12,1,288,69.4718,4544
DFS,12,1,288,1.1214,0
LowestCost,12,1,288,0.7751,0
BFS,12,1,323,11.7251,0
DFS,12,1,323,0.7693,0
LowestCost,12,1,323,0.8001,0
BFS,12,1,281,4.601,0
DFS,12,1,281,0.7261,0
LowestCost,12,1,281,0.6302,0
BFS,12,1,314,858.762,74964
DFS,12,1,314,1.7189,0
LowestCost,12,1,314,1.0279,0
BFS,12,1,344,213.78,18912
DFS,12,1,344,1.4912,0
LowestCost,12,1,344,1.945,0
BFS,12,1,339,219.917,19768
DFS,12,1,339,2.565,0
LowestCost,12,1,339,1.7785,0
BFS,12,1,298,47.3077,3808
DFS,12,1,298,0.9237,0
LowestCost,12,1,298,0.5376,0
BFS,12,1,449,590.552,55768
DFS,12,1,449,2.0903,0
LowestCost,12,1,449,1.2327,0
BFS,12,1,310,199.289,15512
DFS,12,1,310,1.1042,0
LowestCost,12,1,310,0.7902,0
BFS,12,1,327,150.547,11620
DFS,12,1,327,1.0163,0
LowestCost,12,1,327,0.5698,0
BFS,12,1,318,5.2211,0
DFS,12,1,318,0.8186,0
LowestCost,12,1,318,0.2961,0
BFS,12,1,275,8.621,0
DFS,12,1,275,0.5489,0
LowestCost,12,1,275,0.2315,0
BFS,12,1,410,74.2504,6196
DFS,12,1,410,1.8209,0
LowestCost,12,1,410,0.7806,0
BFS,12,1,377,41.4958,3180
DFS,12,1,377,1.6937,0
LowestCost,12,1,377,0.4443,0
BFS,12,1,367,19.3571,0
DFS,12,1,367,1.3,0
LowestCost,12,1,367,0.4067,0
BFS,12,1,344,5.9554,0
